contact_id,ticket_id,contact_sequence,contact_type,contact_date,staff_minutes
T00258-2,T00258,2,补充沟通,2026-03-04,5.16
T00259-1,T00259,1,首次受理,2026-03-04,5.07
T00259-2,T00259,2,补充沟通,2026-03-04,14.72
T00260-1,T00260,1,首次受理,2026-03-04,3.38
T00261-1,T00261,1,首次受理,2026-03-04,5.23
T00261-2,T00261,2,补充沟通,2026-03-04,12.29
T00261-3,T00261,3,补充沟通,2026-03-04,8.54
T00262-1,T00262,1,首次受理,2026-03-04,5.01
T00262-2,T00262,2,补充沟通,2026-03-04,6.59
T00263-1,T00263,1,首次受理,2026-03-04,5.85
T00263-2,T00263,2,补充沟通,2026-03-04,11.0
T00263-3,T00263,3,补充沟通,2026-03-04,15.52
T00263-4,T00263,4,补充沟通,2026-03-04,9.82
T00264-1,T00264,1,首次受理,2026-03-04,4.73
T00264-2,T00264,2,补充沟通,2026-03-04,17.91
T00264-3,T00264,3,补充沟通,2026-03-04,14.49
T00265-1,T00265,1,首次受理,2026-03-04,3.14
T00265-2,T00265,2,补充沟通,2026-03-04,6.33
T00266-1,T00266,1,首次受理,2026-03-04,4.91
T00266-2,T00266,2,补充沟通,2026-03-04,17.81
T00267-1,T00267,1,首次受理,2026-03-04,6.89
T00268-1,T00268,1,首次受理,2026-03-04,14.46
T00268-2,T00268,2,补充沟通,2026-03-04,18.63
T00268-3,T00268,3,补充沟通,2026-03-04,14.78
T00269-1,T00269,1,首次受理,2026-03-04,17.17
T00269-2,T00269,2,补充沟通,2026-03-04,10.24
T00270-1,T00270,1,首次受理,2026-03-04,3.73
T00271-1,T00271,1,首次受理,2026-03-04,3.73
T00271-2,T00271,2,补充沟通,2026-03-04,17.33
T00272-1,T00272,1,首次受理,2026-03-04,2.74
T00272-2,T00272,2,补充沟通,2026-03-04,8.73
T00273-1,T00273,1,首次受理,2026-03-04,3.67
T00273-2,T00273,2,补充沟通,2026-03-04,17.69
T00273-3,T00273,3,补充沟通,2026-03-04,14.64
T00274-1,T00274,1,首次受理,2026-03-04,13.49
T00274-2,T00274,2,补充沟通,2026-03-04,5.81
T00275-1,T00275,1,首次受理,2026-03-04,4.82
T00276-1,T00276,1,首次受理,2026-03-04,5.91
T00277-1,T00277,1,首次受理,2026-03-04,5.9
T00278-1,T00278,1,首次受理,2026-03-04,9.31
T00278-2,T00278,2,补充沟通,2026-03-04,14.05
T00278-3,T00278,3,补充沟通,2026-03-04,7.4
T00279-1,T00279,1,首次受理,2026-03-04,12.17
T00279-2,T00279,2,补充沟通,2026-03-04,12.23
T00280-1,T00280,1,首次受理,2026-03-04,13.95
T00280-2,T00280,2,补充沟通,2026-03-04,15.62
T00281-1,T00281,1,首次受理,2026-03-04,2.89
T00282-1,T00282,1,首次受理,2026-03-04,4.4
T00282-2,T00282,2,补充沟通,2026-03-04,8.05
T00282-3,T00282,3,补充沟通,2026-03-04,2.43
T00283-1,T00283,1,首次受理,2026-03-04,9.83
T00284-1,T00284,1,首次受理,2026-03-04,18.39
T00284-2,T00284,2,补充沟通,2026-03-04,7.52
T00285-1,T00285,1,首次受理,2026-03-04,5.9
T00285-2,T00285,2,补充沟通,2026-03-04,9.21
T00286-1,T00286,1,首次受理,2026-03-04,6.84
T00287-1,T00287,1,首次受理,2026-03-04,4.29
T00288-1,T00288,1,首次受理,2026-03-04,2.18
T00289-1,T00289,1,首次受理,2026-03-04,8.67
T00290-1,T00290,1,首次受理,2026-03-04,2.54
T00290-2,T00290,2,补充沟通,2026-03-04,2.85
T00291-1,T00291,1,首次受理,2026-03-04,6.45
T00292-1,T00292,1,首次受理,2026-03-04,7.37
T00292-2,T00292,2,补充沟通,2026-03-04,5.34
T00292-3,T00292,3,补充沟通,2026-03-04,5.37
T00293-1,T00293,1,首次受理,2026-03-04,9.82
T00294-1,T00294,1,首次受理,2026-03-04,4.32
T00295-1,T00295,1,首次受理,2026-03-04,2.02
T00296-1,T00296,1,首次受理,2026-03-04,6.54
T00297-1,T00297,1,首次受理,2026-03-04,4.68
T00298-1,T00298,1,首次受理,2026-03-04,6.96
T00299-1,T00299,1,首次受理,2026-03-04,6.82
T00300-1,T00300,1,首次受理,2026-03-04,8.93
T00301-1,T00301,1,首次受理,2026-03-04,3.31
T00302-1,T00302,1,首次受理,2026-03-04,8.46
T00302-2,T00302,2,补充沟通,2026-03-04,4.42
T00303-1,T00303,1,首次受理,2026-03-04,4.95
T00304-1,T00304,1,首次受理,2026-03-04,5.6
T00305-1,T00305,1,首次受理,2026-03-04,5.43
T00305-2,T00305,2,补充沟通,2026-03-04,4.92
T00306-1,T00306,1,首次受理,2026-03-04,10.7
T00307-1,T00307,1,首次受理,2026-03-04,5.09
T00308-1,T00308,1,首次受理,2026-03-04,2.47
T00309-1,T00309,1,首次受理,2026-03-04,8.99
T00310-1,T00310,1,首次受理,2026-03-04,8.19
T00311-1,T00311,1,首次受理,2026-03-04,8.51
T00312-1,T00312,1,首次受理,2026-03-04,11.56
T00312-2,T00312,2,补充沟通,2026-03-04,11.34
T00313-1,T00313,1,首次受理,2026-03-04,6.55
T00314-1,T00314,1,首次受理,2026-03-04,10.51
T00315-1,T00315,1,首次受理,2026-03-04,5.6
T00315-2,T00315,2,补充沟通,2026-03-04,6.42
T00316-1,T00316,1,首次受理,2026-03-04,8.79
T00316-2,T00316,2,补充沟通,2026-03-04,7.07
T00317-1,T00317,1,首次受理,2026-03-04,15.39
T00317-2,T00317,2,补充沟通,2026-03-04,16.33
T00318-1,T00318,1,首次受理,2026-03-04,6.88
T00319-1,T00319,1,首次受理,2026-03-04,19.74
T00319-2,T00319,2,补充沟通,2026-03-04,16.25
T00320-1,T00320,1,首次受理,2026-03-04,13.16
T00320-2,T00320,2,补充沟通,2026-03-04,4.54
T00321-1,T00321,1,首次受理,2026-03-04,6.07
T00321-2,T00321,2,补充沟通,2026-03-04,11.89
T00322-1,T00322,1,首次受理,2026-03-04,10.37
T00322-2,T00322,2,补充沟通,2026-03-04,13.7
T00323-1,T00323,1,首次受理,2026-03-04,18.33
T00323-2,T00323,2,补充沟通,2026-03-04,18.63
T00323-3,T00323,3,补充沟通,2026-03-04,14.12
T00324-1,T00324,1,首次受理,2026-03-04,7.27
T00324-2,T00324,2,补充沟通,2026-03-04,10.01
T00324-3,T00324,3,补充沟通,2026-03-04,16.12
T00325-1,T00325,1,首次受理,2026-03-04,3.74
T00325-2,T00325,2,补充沟通,2026-03-04,8.3
T00326-1,T00326,1,首次受理,2026-03-04,6.6
T00327-1,T00327,1,首次受理,2026-03-04,11.39
T00327-2,T00327,2,补充沟通,2026-03-04,13.16
T00328-1,T00328,1,首次受理,2026-03-04,15.03
T00328-2,T00328,2,补充沟通,2026-03-04,5.93
T00329-1,T00329,1,首次受理,2026-03-04,8.26
T00330-1,T00330,1,首次受理,2026-03-04,18.86
T00330-2,T00330,2,补充沟通,2026-03-04,11.84
T00331-1,T00331,1,首次受理,2026-03-04,7.47
T00332-1,T00332,1,首次受理,2026-03-04,18.18
T00332-2,T00332,2,补充沟通,2026-03-04,7.2
T00333-1,T00333,1,首次受理,2026-03-04,7.97
T00334-1,T00334,1,首次受理,2026-03-04,4.88
T00334-2,T00334,2,补充沟通,2026-03-04,9.62
T00335-1,T00335,1,首次受理,2026-03-04,10.27
T00336-1,T00336,1,首次受理,2026-03-04,3.81
T00336-2,T00336,2,补充沟通,2026-03-04,3.26
T00337-1,T00337,1,首次受理,2026-03-04,7.1
T00338-1,T00338,1,首次受理,2026-03-04,7.44
T00339-1,T00339,1,首次受理,2026-03-04,6.06
T00339-2,T00339,2,补充沟通,2026-03-04,13.74
T00340-1,T00340,1,首次受理,2026-03-04,13.0
T00340-2,T00340,2,补充沟通,2026-03-04,14.07
T00340-3,T00340,3,补充沟通,2026-03-04,14.42
T00341-1,T00341,1,首次受理,2026-03-04,18.72
T00341-2,T00341,2,补充沟通,2026-03-04,15.77
T00342-1,T00342,1,首次受理,2026-03-04,6.73
T00343-1,T00343,1,首次受理,2026-03-04,3.26
T00344-1,T00344,1,首次受理,2026-03-04,18.28
T00344-2,T00344,2,补充沟通,2026-03-04,17.4
T00345-1,T00345,1,首次受理,2026-03-04,2.28
T00346-1,T00346,1,首次受理,2026-03-04,15.02
T00346-2,T00346,2,补充沟通,2026-03-04,9.68
T00347-1,T00347,1,首次受理,2026-03-04,5.4
T00348-1,T00348,1,首次受理,2026-03-04,18.48
T00348-2,T00348,2,补充沟通,2026-03-04,17.09
T00348-3,T00348,3,补充沟通,2026-03-04,11.63
T00349-1,T00349,1,首次受理,2026-03-04,4.93
T00349-2,T00349,2,补充沟通,2026-03-04,9.64
T00350-1,T00350,1,首次受理,2026-03-04,12.74
T00350-2,T00350,2,补充沟通,2026-03-04,12.21
T00351-1,T00351,1,首次受理,2026-03-04,16.86
T00351-2,T00351,2,补充沟通,2026-03-04,5.03
T00351-3,T00351,3,补充沟通,2026-03-04,16.11
T00352-1,T00352,1,首次受理,2026-03-04,5.0
T00352-2,T00352,2,补充沟通,2026-03-04,11.61
T00353-1,T00353,1,首次受理,2026-03-04,2.51
T00354-1,T00354,1,首次受理,2026-03-04,5.92
T00355-1,T00355,1,首次受理,2026-03-04,7.52
T00355-2,T00355,2,补充沟通,2026-03-04,19.75
T00355-3,T00355,3,补充沟通,2026-03-04,19.56
T00356-1,T00356,1,首次受理,2026-03-04,6.39
T00357-1,T00357,1,首次受理,2026-03-04,11.0
T00357-2,T00357,2,补充沟通,2026-03-04,7.19
T00358-1,T00358,1,首次受理,2026-03-04,10.43
T00358-2,T00358,2,补充沟通,2026-03-04,17.17
T00359-1,T00359,1,首次受理,2026-03-04,19.24
T00359-2,T00359,2,补充沟通,2026-03-04,18.92
T00359-3,T00359,3,补充沟通,2026-03-04,6.66
T00360-1,T00360,1,首次受理,2026-03-04,5.16
T00360-2,T00360,2,补充沟通,2026-03-04,8.07
T00361-1,T00361,1,首次受理,2026-03-05,17.13
T00361-2,T00361,2,补充沟通,2026-03-05,6.75
T00361-3,T00361,3,补充沟通,2026-03-05,17.85
T00362-1,T00362,1,首次受理,2026-03-05,14.34
T00362-2,T00362,2,补充沟通,2026-03-05,13.66
T00363-1,T00363,1,首次受理,2026-03-05,2.53
T00364-1,T00364,1,首次受理,2026-03-05,8.4
T00364-2,T00364,2,补充沟通,2026-03-05,8.14
T00365-1,T00365,1,首次受理,2026-03-05,12.79
T00365-2,T00365,2,补充沟通,2026-03-05,17.67
T00366-1,T00366,1,首次受理,2026-03-05,7.33
T00366-2,T00366,2,补充沟通,2026-03-05,14.33
T00366-3,T00366,3,补充沟通,2026-03-05,14.2
T00367-1,T00367,1,首次受理,2026-03-05,13.11
T00367-2,T00367,2,补充沟通,2026-03-05,8.37
T00368-1,T00368,1,首次受理,2026-03-05,13.56
T00368-2,T00368,2,补充沟通,2026-03-05,12.59
T00368-3,T00368,3,补充沟通,2026-03-05,6.82
T00369-1,T00369,1,首次受理,2026-03-05,15.79
T00369-2,T00369,2,补充沟通,2026-03-05,15.89
T00370-1,T00370,1,首次受理,2026-03-05,7.51
T00370-2,T00370,2,补充沟通,2026-03-05,11.61
T00370-3,T00370,3,补充沟通,2026-03-05,9.01
T00371-1,T00371,1,首次受理,2026-03-05,7.39
T00371-2,T00371,2,补充沟通,2026-03-05,18.02
T00372-1,T00372,1,首次受理,2026-03-05,12.35
T00372-2,T00372,2,补充沟通,2026-03-05,11.2
T00372-3,T00372,3,补充沟通,2026-03-05,12.93
T00373-1,T00373,1,首次受理,2026-03-05,14.51
T00373-2,T00373,2,补充沟通,2026-03-05,5.44
T00374-1,T00374,1,首次受理,2026-03-05,17.99
T00374-2,T00374,2,补充沟通,2026-03-05,15.66
T00375-1,T00375,1,首次受理,2026-03-05,8.05
T00375-2,T00375,2,补充沟通,2026-03-05,18.99
T00376-1,T00376,1,首次受理,2026-03-05,4.95
T00377-1,T00377,1,首次受理,2026-03-05,15.18
T00377-2,T00377,2,补充沟通,2026-03-05,4.63
T00378-1,T00378,1,首次受理,2026-03-05,5.56
T00378-2,T00378,2,补充沟通,2026-03-05,11.36
T00378-3,T00378,3,补充沟通,2026-03-05,8.66
T00379-1,T00379,1,首次受理,2026-03-05,17.61
T00379-2,T00379,2,补充沟通,2026-03-05,6.25
T00379-3,T00379,3,补充沟通,2026-03-05,8.06
T00380-1,T00380,1,首次受理,2026-03-05,10.06
T00381-1,T00381,1,首次受理,2026-03-05,5.8
T00382-1,T00382,1,首次受理,2026-03-05,10.94
T00383-1,T00383,1,首次受理,2026-03-05,5.86
T00383-2,T00383,2,补充沟通,2026-03-05,15.46
T00383-3,T00383,3,补充沟通,2026-03-05,15.97
T00384-1,T00384,1,首次受理,2026-03-05,18.13
T00384-2,T00384,2,补充沟通,2026-03-05,6.07
T00384-3,T00384,3,补充沟通,2026-03-05,7.6
T00385-1,T00385,1,首次受理,2026-03-05,14.74
T00385-2,T00385,2,补充沟通,2026-03-05,12.02
T00386-1,T00386,1,首次受理,2026-03-05,8.18
T00386-2,T00386,2,补充沟通,2026-03-05,18.35
T00386-3,T00386,3,补充沟通,2026-03-05,4.42
T00387-1,T00387,1,首次受理,2026-03-05,7.24
T00387-2,T00387,2,补充沟通,2026-03-05,4.59
T00388-1,T00388,1,首次受理,2026-03-05,13.3
T00388-2,T00388,2,补充沟通,2026-03-05,16.66
T00388-3,T00388,3,补充沟通,2026-03-05,12.13
T00389-1,T00389,1,首次受理,2026-03-05,5.26
T00389-2,T00389,2,补充沟通,2026-03-05,13.16
T00390-1,T00390,1,首次受理,2026-03-05,7.39
T00390-2,T00390,2,补充沟通,2026-03-05,13.77
T00391-1,T00391,1,首次受理,2026-03-05,12.72
T00391-2,T00391,2,补充沟通,2026-03-05,5.09
T00392-1,T00392,1,首次受理,2026-03-05,13.03
T00392-2,T00392,2,补充沟通,2026-03-05,9.3
T00392-3,T00392,3,补充沟通,2026-03-05,18.47
T00393-1,T00393,1,首次受理,2026-03-05,11.35
T00393-2,T00393,2,补充沟通,2026-03-05,5.44
T00394-1,T00394,1,首次受理,2026-03-05,17.82
T00394-2,T00394,2,补充沟通,2026-03-05,18.47
T00395-1,T00395,1,首次受理,2026-03-05,12.22
T00395-2,T00395,2,补充沟通,2026-03-05,14.64
T00396-1,T00396,1,首次受理,2026-03-05,10.78
T00397-1,T00397,1,首次受理,2026-03-05,8.07
T00397-2,T00397,2,补充沟通,2026-03-05,9.68
T00397-3,T00397,3,补充沟通,2026-03-05,17.02
T00398-1,T00398,1,首次受理,2026-03-05,17.39
T00398-2,T00398,2,补充沟通,2026-03-05,18.73
T00398-3,T00398,3,补充沟通,2026-03-05,5.3
T00399-1,T00399,1,首次受理,2026-03-05,3.95
T00400-1,T00400,1,首次受理,2026-03-05,10.95
T00400-2,T00400,2,补充沟通,2026-03-05,15.71
T00401-1,T00401,1,首次受理,2026-03-05,3.04
T00402-1,T00402,1,首次受理,2026-03-05,9.54
T00403-1,T00403,1,首次受理,2026-03-05,9.16
T00404-1,T00404,1,首次受理,2026-03-05,3.74
T00405-1,T00405,1,首次受理,2026-03-05,8.04
T00405-2,T00405,2,补充沟通,2026-03-05,7.3
T00406-1,T00406,1,首次受理,2026-03-05,7.8
T00407-1,T00407,1,首次受理,2026-03-05,5.99
T00408-1,T00408,1,首次受理,2026-03-05,14.57
T00408-2,T00408,2,补充沟通,2026-03-05,19.05
T00409-1,T00409,1,首次受理,2026-03-05,9.73
T00410-1,T00410,1,首次受理,2026-03-05,14.73
T00410-2,T00410,2,补充沟通,2026-03-05,17.33
T00410-3,T00410,3,补充沟通,2026-03-05,19.1
T00411-1,T00411,1,首次受理,2026-03-05,7.61
T00412-1,T00412,1,首次受理,2026-03-05,7.68
T00413-1,T00413,1,首次受理,2026-03-05,3.51
T00413-2,T00413,2,补充沟通,2026-03-05,6.43
T00414-1,T00414,1,首次受理,2026-03-05,9.12
T00415-1,T00415,1,首次受理,2026-03-05,5.86
T00416-1,T00416,1,首次受理,2026-03-05,17.08
T00416-2,T00416,2,补充沟通,2026-03-05,4.18
T00417-1,T00417,1,首次受理,2026-03-05,7.3
T00418-1,T00418,1,首次受理,2026-03-05,5.23
T00418-2,T00418,2,补充沟通,2026-03-05,5.1
T00419-1,T00419,1,首次受理,2026-03-05,15.54
T00419-2,T00419,2,补充沟通,2026-03-05,11.06
T00419-3,T00419,3,补充沟通,2026-03-05,6.07
T00420-1,T00420,1,首次受理,2026-03-05,7.07
T00421-1,T00421,1,首次受理,2026-03-05,4.61
T00421-2,T00421,2,补充沟通,2026-03-05,2.22
T00422-1,T00422,1,首次受理,2026-03-05,8.03
T00423-1,T00423,1,首次受理,2026-03-05,10.91
T00424-1,T00424,1,首次受理,2026-03-05,9.56
T00425-1,T00425,1,首次受理,2026-03-05,19.3
T00425-2,T00425,2,补充沟通,2026-03-05,8.23
T00425-3,T00425,3,补充沟通,2026-03-05,11.03
T00426-1,T00426,1,首次受理,2026-03-05,4.78
T00427-1,T00427,1,首次受理,2026-03-05,4.91
T00428-1,T00428,1,首次受理,2026-03-05,7.66
T00428-2,T00428,2,补充沟通,2026-03-05,16.89
T00428-3,T00428,3,补充沟通,2026-03-05,12.09
T00429-1,T00429,1,首次受理,2026-03-05,9.33
T00429-2,T00429,2,补充沟通,2026-03-05,15.17
T00430-1,T00430,1,首次受理,2026-03-05,15.05
T00430-2,T00430,2,补充沟通,2026-03-05,5.05
T00431-1,T00431,1,首次受理,2026-03-05,4.33
T00431-2,T00431,2,补充沟通,2026-03-05,8.64
T00432-1,T00432,1,首次受理,2026-03-05,7.43
T00433-1,T00433,1,首次受理,2026-03-05,2.43
T00434-1,T00434,1,首次受理,2026-03-05,8.76
T00435-1,T00435,1,首次受理,2026-03-05,10.69
T00435-2,T00435,2,补充沟通,2026-03-05,8.73
T00435-3,T00435,3,补充沟通,2026-03-05,4.71
T00436-1,T00436,1,首次受理,2026-03-05,6.84
T00437-1,T00437,1,首次受理,2026-03-05,2.52
T00438-1,T00438,1,首次受理,2026-03-05,8.51
T00439-1,T00439,1,首次受理,2026-03-05,14.63
T00439-2,T00439,2,补充沟通,2026-03-05,13.07
T00440-1,T00440,1,首次受理,2026-03-05,5.44
T00441-1,T00441,1,首次受理,2026-03-05,4.87
T00441-2,T00441,2,补充沟通,2026-03-05,2.97
T00442-1,T00442,1,首次受理,2026-03-05,7.35
T00443-1,T00443,1,首次受理,2026-03-05,10.43
T00444-1,T00444,1,首次受理,2026-03-05,10.31
T00445-1,T00445,1,首次受理,2026-03-05,16.48
T00445-2,T00445,2,补充沟通,2026-03-05,11.88
T00445-3,T00445,3,补充沟通,2026-03-05,5.44
T00446-1,T00446,1,首次受理,2026-03-05,2.99
T00447-1,T00447,1,首次受理,2026-03-05,13.52
T00447-2,T00447,2,补充沟通,2026-03-05,5.04
T00448-1,T00448,1,首次受理,2026-03-05,18.58
T00448-2,T00448,2,补充沟通,2026-03-05,9.71
T00448-3,T00448,3,补充沟通,2026-03-05,19.47
T00449-1,T00449,1,首次受理,2026-03-05,16.39
T00449-2,T00449,2,补充沟通,2026-03-05,10.18
T00449-3,T00449,3,补充沟通,2026-03-05,10.64
T00450-1,T00450,1,首次受理,2026-03-05,19.71
T00450-2,T00450,2,补充沟通,2026-03-05,15.07
T00450-3,T00450,3,补充沟通,2026-03-05,15.11
T00451-1,T00451,1,首次受理,2026-03-05,5.0
T00451-2,T00451,2,补充沟通,2026-03-05,2.02
T00452-1,T00452,1,首次受理,2026-03-05,6.93
T00453-1,T00453,1,首次受理,2026-03-05,8.05
T00454-1,T00454,1,首次受理,2026-03-05,5.05
T00454-2,T00454,2,补充沟通,2026-03-05,12.09
T00454-3,T00454,3,补充沟通,2026-03-05,16.46
T00455-1,T00455,1,首次受理,2026-03-05,3.25
T00456-1,T00456,1,首次受理,2026-03-05,12.8
T00456-2,T00456,2,补充沟通,2026-03-05,5.34
T00456-3,T00456,3,补充沟通,2026-03-05,8.29
T00456-4,T00456,4,补充沟通,2026-03-05,16.08
T00457-1,T00457,1,首次受理,2026-03-05,9.82
T00458-1,T00458,1,首次受理,2026-03-05,19.2
T00458-2,T00458,2,补充沟通,2026-03-05,11.8
T00458-3,T00458,3,补充沟通,2026-03-05,13.17
T00459-1,T00459,1,首次受理,2026-03-05,15.17
T00459-2,T00459,2,补充沟通,2026-03-05,9.34
T00460-1,T00460,1,首次受理,2026-03-05,7.59
T00461-1,T00461,1,首次受理,2026-03-05,9.43
T00462-1,T00462,1,首次受理,2026-03-05,5.87
T00463-1,T00463,1,首次受理,2026-03-05,6.9
T00463-2,T00463,2,补充沟通,2026-03-05,9.08
T00464-1,T00464,1,首次受理,2026-03-05,3.41
T00465-1,T00465,1,首次受理,2026-03-05,10.74
T00466-1,T00466,1,首次受理,2026-03-05,19.57
T00466-2,T00466,2,补充沟通,2026-03-05,10.81
T00466-3,T00466,3,补充沟通,2026-03-05,4.34
T00467-1,T00467,1,首次受理,2026-03-05,18.35
T00467-2,T00467,2,补充沟通,2026-03-05,8.18
T00468-1,T00468,1,首次受理,2026-03-05,5.54
T00468-2,T00468,2,补充沟通,2026-03-05,11.36
T00468-3,T00468,3,补充沟通,2026-03-05,10.33
T00469-1,T00469,1,首次受理,2026-03-05,3.98
T00470-1,T00470,1,首次受理,2026-03-05,16.35
T00470-2,T00470,2,补充沟通,2026-03-05,12.64
T00471-1,T00471,1,首次受理,2026-03-05,15.8
T00471-2,T00471,2,补充沟通,2026-03-05,5.77
T00472-1,T00472,1,首次受理,2026-03-05,14.11
T00472-2,T00472,2,补充沟通,2026-03-05,4.55
T00472-3,T00472,3,补充沟通,2026-03-05,11.84
T00472-4,T00472,4,补充沟通,2026-03-05,7.85
T00473-1,T00473,1,首次受理,2026-03-05,8.29
T00474-1,T00474,1,首次受理,2026-03-05,11.5
T00474-2,T00474,2,补充沟通,2026-03-05,3.9
T00475-1,T00475,1,首次受理,2026-03-05,7.68
T00476-1,T00476,1,首次受理,2026-03-05,3.92
T00476-2,T00476,2,补充沟通,2026-03-05,10.71
T00476-3,T00476,3,补充沟通,2026-03-05,10.14
T00477-1,T00477,1,首次受理,2026-03-05,3.84
T00478-1,T00478,1,首次受理,2026-03-05,13.15
T00478-2,T00478,2,补充沟通,2026-03-05,4.74
T00478-3,T00478,3,补充沟通,2026-03-05,13.19
T00479-1,T00479,1,首次受理,2026-03-05,5.45
T00480-1,T00480,1,首次受理,2026-03-05,9.14
T00481-1,T00481,1,首次受理,2026-03-06,8.11
T00481-2,T00481,2,补充沟通,2026-03-06,5.61
T00482-1,T00482,1,首次受理,2026-03-06,10.62
T00483-1,T00483,1,首次受理,2026-03-06,7.45
T00483-2,T00483,2,补充沟通,2026-03-06,19.49
T00484-1,T00484,1,首次受理,2026-03-06,4.97
T00484-2,T00484,2,补充沟通,2026-03-06,5.37
T00484-3,T00484,3,补充沟通,2026-03-06,16.83
T00485-1,T00485,1,首次受理,2026-03-06,18.61
T00485-2,T00485,2,补充沟通,2026-03-06,6.55
T00486-1,T00486,1,首次受理,2026-03-06,4.51
T00486-2,T00486,2,补充沟通,2026-03-06,14.64
T00487-1,T00487,1,首次受理,2026-03-06,3.8
T00487-2,T00487,2,补充沟通,2026-03-06,16.76
T00487-3,T00487,3,补充沟通,2026-03-06,17.45
T00488-1,T00488,1,首次受理,2026-03-06,6.15
T00488-2,T00488,2,补充沟通,2026-03-06,3.63
T00488-3,T00488,3,补充沟通,2026-03-06,14.28
T00489-1,T00489,1,首次受理,2026-03-06,9.72
T00489-2,T00489,2,补充沟通,2026-03-06,16.4
T00490-1,T00490,1,首次受理,2026-03-06,10.25
T00491-1,T00491,1,首次受理,2026-03-06,16.55
T00491-2,T00491,2,补充沟通,2026-03-06,17.11
T00492-1,T00492,1,首次受理,2026-03-06,13.9
T00492-2,T00492,2,补充沟通,2026-03-06,5.97
T00492-3,T00492,3,补充沟通,2026-03-06,6.59
T00493-1,T00493,1,首次受理,2026-03-06,10.75
T00494-1,T00494,1,首次受理,2026-03-06,6.36
T00494-2,T00494,2,补充沟通,2026-03-06,18.39
T00495-1,T00495,1,首次受理,2026-03-06,6.99
T00496-1,T00496,1,首次受理,2026-03-06,16.43
T00496-2,T00496,2,补充沟通,2026-03-06,4.22
T00497-1,T00497,1,首次受理,2026-03-06,6.23
T00497-2,T00497,2,补充沟通,2026-03-06,6.48
T00498-1,T00498,1,首次受理,2026-03-06,8.44
T00499-1,T00499,1,首次受理,2026-03-06,12.9
T00499-2,T00499,2,补充沟通,2026-03-06,4.74
T00500-1,T00500,1,首次受理,2026-03-06,18.68
T00500-2,T00500,2,补充沟通,2026-03-06,14.23
T00501-1,T00501,1,首次受理,2026-03-06,17.89
T00501-2,T00501,2,补充沟通,2026-03-06,13.19
T00502-1,T00502,1,首次受理,2026-03-06,13.69
T00502-2,T00502,2,补充沟通,2026-03-06,14.2
T00503-1,T00503,1,首次受理,2026-03-06,14.5
T00503-2,T00503,2,补充沟通,2026-03-06,4.18
