survey_id,ticket_id,invited,score,response_days
Q03947,T03947,1,,
Q03948,T03948,1,,
Q03949,T03949,1,,
Q03950,T03950,1,5,3
Q03951,T03951,1,,
Q03952,T03952,1,5,2
Q03953,T03953,0,,
Q03954,T03954,1,,
Q03955,T03955,1,4,2
Q03956,T03956,0,,
Q03957,T03957,0,,
Q03958,T03958,1,5,0
Q03959,T03959,1,5,2
Q03960,T03960,1,5,2
Q03961,T03961,1,5,2
Q03962,T03962,1,4,0
Q03963,T03963,1,,
Q03964,T03964,1,5,1
Q03965,T03965,0,,
Q03966,T03966,1,5,0
Q03967,T03967,1,,
Q03968,T03968,1,4,1
Q03969,T03969,1,5,0
Q03970,T03970,1,4,3
Q03971,T03971,1,5,0
Q03972,T03972,1,4,2
Q03973,T03973,1,5,1
Q03974,T03974,0,,
Q03975,T03975,1,,
Q03976,T03976,1,5,1
Q03977,T03977,1,5,0
Q03978,T03978,1,4,2
Q03979,T03979,1,4,3
Q03980,T03980,1,,
Q03981,T03981,1,,
Q03982,T03982,1,5,4
Q03983,T03983,1,5,0
Q03984,T03984,1,,
Q03985,T03985,1,5,2
Q03986,T03986,1,5,4
Q03987,T03987,0,,
Q03988,T03988,1,,
Q03989,T03989,1,,
Q03990,T03990,1,5,3
Q03991,T03991,1,5,3
Q03992,T03992,1,5,1
Q03993,T03993,1,5,1
Q03994,T03994,1,4,1
Q03995,T03995,1,,
Q03996,T03996,1,5,4
Q03997,T03997,1,,
Q03998,T03998,0,,
Q03999,T03999,1,5,1
Q04000,T04000,1,5,4
Q04001,T04001,1,5,2
Q04002,T04002,0,,
Q04003,T04003,1,,
Q04004,T04004,1,5,1
Q04005,T04005,1,,
Q04006,T04006,1,,
Q04007,T04007,1,5,2
Q04008,T04008,1,5,1
Q04009,T04009,1,,
Q04010,T04010,1,,
Q04011,T04011,1,5,4
Q04012,T04012,1,4,4
Q04013,T04013,1,5,3
Q04014,T04014,1,5,4
Q04015,T04015,1,,
Q04016,T04016,1,,
Q04017,T04017,1,3,4
Q04018,T04018,1,4,3
Q04019,T04019,1,5,4
Q04020,T04020,0,,
Q04021,T04021,1,5,1
Q04022,T04022,1,4,1
Q04023,T04023,1,,
Q04024,T04024,0,,
Q04025,T04025,1,,
Q04026,T04026,1,,
Q04027,T04027,1,1,3
Q04028,T04028,1,,
Q04029,T04029,1,5,4
Q04030,T04030,1,,
Q04031,T04031,1,4,2
Q04032,T04032,1,5,1
Q04033,T04033,1,4,1
Q04034,T04034,1,4,3
Q04035,T04035,1,,
Q04036,T04036,0,,
Q04037,T04037,1,,
Q04038,T04038,1,5,0
Q04039,T04039,1,5,2
Q04040,T04040,1,,
Q04041,T04041,1,5,1
Q04042,T04042,0,,
Q04043,T04043,1,4,3
Q04044,T04044,1,,
Q04045,T04045,1,5,3
Q04046,T04046,1,5,2
Q04047,T04047,1,5,1
Q04048,T04048,1,5,4
Q04049,T04049,1,,
Q04050,T04050,0,,
Q04051,T04051,1,4,4
Q04052,T04052,1,,
Q04053,T04053,1,1,3
Q04054,T04054,1,,
Q04055,T04055,1,3,4
Q04056,T04056,1,5,3
Q04057,T04057,1,5,1
Q04058,T04058,1,4,1
Q04059,T04059,1,5,2
Q04060,T04060,1,5,2
Q04061,T04061,1,4,2
Q04062,T04062,1,,
Q04063,T04063,1,5,4
Q04064,T04064,1,1,1
Q04065,T04065,1,4,2
Q04066,T04066,1,,
Q04067,T04067,0,,
Q04068,T04068,1,,
Q04069,T04069,1,,
Q04070,T04070,1,5,4
Q04071,T04071,1,,
Q04072,T04072,1,,
Q04073,T04073,0,,
Q04074,T04074,1,5,1
Q04075,T04075,1,5,0
Q04076,T04076,1,,
Q04077,T04077,1,5,1
Q04078,T04078,1,3,0
Q04079,T04079,1,,
Q04080,T04080,1,3,0
Q04081,T04081,1,,
Q04082,T04082,1,4,0
Q04083,T04083,1,3,0
Q04084,T04084,1,5,3
Q04085,T04085,1,,
Q04086,T04086,1,,
Q04087,T04087,0,,
Q04088,T04088,1,5,4
Q04089,T04089,1,,
Q04090,T04090,1,,
Q04091,T04091,0,,
Q04092,T04092,1,2,0
Q04093,T04093,1,,
Q04094,T04094,1,,
Q04095,T04095,1,,
Q04096,T04096,1,,
Q04097,T04097,1,3,2
Q04098,T04098,1,,
Q04099,T04099,0,,
Q04100,T04100,1,4,4
Q04101,T04101,1,,
Q04102,T04102,1,2,4
Q04103,T04103,0,,
Q04104,T04104,0,,
Q04105,T04105,1,4,1
Q04106,T04106,1,5,2
Q04107,T04107,0,,
Q04108,T04108,1,4,3
Q04109,T04109,1,,
Q04110,T04110,1,5,3
Q04111,T04111,1,5,4
Q04112,T04112,0,,
Q04113,T04113,1,,
Q04114,T04114,1,4,4
Q04115,T04115,1,5,2
Q04116,T04116,1,5,3
Q04117,T04117,1,4,0
Q04118,T04118,1,,
Q04119,T04119,1,5,4
Q04120,T04120,1,,
Q04121,T04121,1,5,1
Q04122,T04122,1,5,4
Q04123,T04123,1,5,1
Q04124,T04124,1,5,3
Q04125,T04125,1,5,2
Q04126,T04126,1,4,3
Q04127,T04127,1,3,3
Q04128,T04128,1,5,4
Q04129,T04129,1,5,3
Q04130,T04130,1,3,3
Q04131,T04131,1,2,3
Q04132,T04132,1,4,0
Q04133,T04133,1,,
Q04134,T04134,1,,
Q04135,T04135,1,5,2
Q04136,T04136,0,,
Q04137,T04137,1,4,0
Q04138,T04138,1,,
Q04139,T04139,1,5,1
Q04140,T04140,1,5,0
Q04141,T04141,1,,
Q04142,T04142,1,4,2
Q04143,T04143,1,,
Q04144,T04144,1,5,4
Q04145,T04145,1,5,0
Q04146,T04146,1,3,0
Q04147,T04147,1,3,2
Q04148,T04148,1,5,3
Q04149,T04149,1,,
Q04150,T04150,1,,
Q04151,T04151,1,,
Q04152,T04152,1,,
Q04153,T04153,0,,
Q04154,T04154,1,,
Q04155,T04155,1,4,3
Q04156,T04156,1,4,2
Q04157,T04157,1,,
Q04158,T04158,1,,
Q04159,T04159,1,,
Q04160,T04160,1,5,4
Q04161,T04161,0,,
Q04162,T04162,1,5,3
Q04163,T04163,1,4,1
Q04164,T04164,1,4,3
Q04165,T04165,1,,
Q04166,T04166,1,5,4
Q04167,T04167,1,4,0
Q04168,T04168,1,5,2
Q04169,T04169,0,,
Q04170,T04170,1,5,4
Q04171,T04171,1,4,3
Q04172,T04172,1,5,4
Q04173,T04173,1,2,1
Q04174,T04174,1,4,1
Q04175,T04175,1,5,4
Q04176,T04176,0,,
Q04177,T04177,1,2,0
Q04178,T04178,1,,
Q04179,T04179,1,,
Q04180,T04180,1,2,3
Q04181,T04181,1,4,2
Q04182,T04182,1,,
Q04183,T04183,1,5,0
Q04184,T04184,1,,
Q04185,T04185,1,,
Q04186,T04186,1,,
Q04187,T04187,1,4,3
Q04188,T04188,1,4,1
Q04189,T04189,1,,
Q04190,T04190,1,,
Q04191,T04191,0,,
Q04192,T04192,1,5,3
Q04193,T04193,0,,
Q04194,T04194,0,,
Q04195,T04195,1,,
Q04196,T04196,1,4,1
Q04197,T04197,1,4,0
Q04198,T04198,1,,
Q04199,T04199,0,,
Q04200,T04200,1,,
Q04201,T04201,1,5,0
Q04202,T04202,1,5,0
Q04203,T04203,1,,
Q04204,T04204,1,5,2
Q04205,T04205,0,,
Q04206,T04206,1,3,2
Q04207,T04207,1,5,3
Q04208,T04208,0,,
Q04209,T04209,1,4,2
Q04210,T04210,1,5,4
Q04211,T04211,1,5,4
Q04212,T04212,1,,
Q04213,T04213,1,5,1
Q04214,T04214,1,4,0
Q04215,T04215,1,4,1
Q04216,T04216,1,,
Q04217,T04217,1,,
Q04218,T04218,1,4,3
Q04219,T04219,1,4,1
Q04220,T04220,1,5,2
Q04221,T04221,1,5,4
Q04222,T04222,1,5,3
Q04223,T04223,1,4,4
Q04224,T04224,1,5,3
Q04225,T04225,1,5,0
Q04226,T04226,1,,
Q04227,T04227,1,,
Q04228,T04228,0,,
Q04229,T04229,1,2,2
Q04230,T04230,1,,
Q04231,T04231,0,,
Q04232,T04232,1,5,2
Q04233,T04233,1,4,4
Q04234,T04234,1,2,2
Q04235,T04235,1,5,3
Q04236,T04236,1,,
Q04237,T04237,1,3,1
Q04238,T04238,1,5,3
Q04239,T04239,0,,
Q04240,T04240,1,,
Q04241,T04241,0,,
Q04242,T04242,1,,
Q04243,T04243,1,5,2
Q04244,T04244,1,5,0
Q04245,T04245,1,3,0
Q04246,T04246,1,,
Q04247,T04247,1,5,0
Q04248,T04248,1,2,4
Q04249,T04249,1,,
Q04250,T04250,1,3,3
Q04251,T04251,0,,
Q04252,T04252,1,,
Q04253,T04253,1,4,1
Q04254,T04254,1,,
Q04255,T04255,1,5,3
Q04256,T04256,1,5,3
Q04257,T04257,1,4,1
Q04258,T04258,0,,
Q04259,T04259,1,,
Q04260,T04260,1,5,2
Q04261,T04261,1,4,2
Q04262,T04262,1,4,4
Q04263,T04263,1,,
Q04264,T04264,1,3,2
Q04265,T04265,1,,
Q04266,T04266,1,,
Q04267,T04267,1,,
Q04268,T04268,1,,
Q04269,T04269,1,,
Q04270,T04270,0,,
Q04271,T04271,1,,
Q04272,T04272,0,,
Q04273,T04273,1,5,2
Q04274,T04274,1,5,0
Q04275,T04275,1,,
Q04276,T04276,0,,
Q04277,T04277,1,5,4
Q04278,T04278,1,3,4
Q04279,T04279,1,3,1
Q04280,T04280,1,,
Q04281,T04281,1,,
Q04282,T04282,1,5,2
Q04283,T04283,1,5,0
Q04284,T04284,1,,
Q04285,T04285,1,5,3
Q04286,T04286,1,4,1
Q04287,T04287,1,4,0
Q04288,T04288,1,5,3
Q04289,T04289,1,,
Q04290,T04290,1,,
Q04291,T04291,1,,
Q04292,T04292,1,5,1
Q04293,T04293,1,5,0
Q04294,T04294,1,,
Q04295,T04295,1,3,3
Q04296,T04296,0,,
Q04297,T04297,1,5,1
Q04298,T04298,1,5,1
Q04299,T04299,1,2,1
Q04300,T04300,1,,
Q04301,T04301,1,5,4
Q04302,T04302,1,,
Q04303,T04303,0,,
Q04304,T04304,1,4,2
Q04305,T04305,1,5,3
Q04306,T04306,1,5,4
Q04307,T04307,0,,
Q04308,T04308,1,,
Q04309,T04309,1,,
Q04310,T04310,1,,
Q04311,T04311,1,,
Q04312,T04312,1,,
Q04313,T04313,1,5,4
Q04314,T04314,1,5,1
Q04315,T04315,1,5,4
Q04316,T04316,1,,
Q04317,T04317,1,,
Q04318,T04318,1,4,0
Q04319,T04319,1,5,1
Q04320,T04320,1,5,2
Q04321,T04321,0,,
Q04322,T04322,1,,
Q04323,T04323,0,,
Q04324,T04324,1,,
Q04325,T04325,1,,
Q04326,T04326,1,5,4
Q04327,T04327,1,5,4
Q04328,T04328,1,,
Q04329,T04329,1,5,3
Q04330,T04330,1,3,0
Q04331,T04331,1,,
Q04332,T04332,1,3,2
Q04333,T04333,1,5,0
Q04334,T04334,1,5,1
Q04335,T04335,1,,
Q04336,T04336,1,3,4
Q04337,T04337,1,5,3
Q04338,T04338,1,,
Q04339,T04339,1,,
Q04340,T04340,1,5,2
Q04341,T04341,1,5,4
Q04342,T04342,0,,
Q04343,T04343,1,3,2
Q04344,T04344,0,,
Q04345,T04345,0,,
Q04346,T04346,1,,
Q04347,T04347,1,4,4
Q04348,T04348,1,,
Q04349,T04349,1,,
Q04350,T04350,1,,
Q04351,T04351,1,,
Q04352,T04352,1,5,2
Q04353,T04353,0,,
Q04354,T04354,1,,
Q04355,T04355,1,,
Q04356,T04356,1,5,1
Q04357,T04357,1,,
Q04358,T04358,1,5,4
Q04359,T04359,1,,
Q04360,T04360,1,,
Q04361,T04361,1,,
Q04362,T04362,1,,
Q04363,T04363,1,5,4
Q04364,T04364,1,5,1
Q04365,T04365,1,2,3
Q04366,T04366,1,,
Q04367,T04367,1,5,4
Q04368,T04368,0,,
Q04369,T04369,1,4,2
Q04370,T04370,1,,
Q04371,T04371,1,,
Q04372,T04372,1,5,1
Q04373,T04373,1,3,4
Q04374,T04374,1,,
Q04375,T04375,1,4,3
Q04376,T04376,1,3,3
Q04377,T04377,1,5,2
Q04378,T04378,1,,
Q04379,T04379,1,,
Q04380,T04380,1,5,1
Q04381,T04381,1,4,2
Q04382,T04382,1,5,2
Q04383,T04383,1,3,2
Q04384,T04384,1,,
Q04385,T04385,1,5,4
Q04386,T04386,1,4,2
Q04387,T04387,1,4,2
Q04388,T04388,1,5,2
Q04389,T04389,1,4,3
Q04390,T04390,1,4,3
Q04391,T04391,1,,
Q04392,T04392,1,,
Q04393,T04393,1,5,0
Q04394,T04394,1,4,1
Q04395,T04395,1,2,0
Q04396,T04396,1,3,0
Q04397,T04397,1,,
Q04398,T04398,1,5,4
Q04399,T04399,0,,
Q04400,T04400,1,,
Q04401,T04401,1,5,3
Q04402,T04402,1,5,0
Q04403,T04403,1,4,2
Q04404,T04404,0,,
Q04405,T04405,1,,
Q04406,T04406,1,5,2
Q04407,T04407,1,5,0
Q04408,T04408,1,5,4
Q04409,T04409,1,4,3
Q04410,T04410,1,5,0
Q04411,T04411,1,4,1
Q04412,T04412,1,5,1
Q04413,T04413,1,5,2
Q04414,T04414,1,,
Q04415,T04415,0,,
Q04416,T04416,1,,
Q04417,T04417,1,4,4
Q04418,T04418,1,,
Q04419,T04419,1,3,4
Q04420,T04420,1,2,3
Q04421,T04421,1,,
Q04422,T04422,1,5,3
Q04423,T04423,1,5,4
Q04424,T04424,1,4,1
Q04425,T04425,1,,
Q04426,T04426,1,,
Q04427,T04427,1,3,3
Q04428,T04428,1,4,3
Q04429,T04429,1,4,1
Q04430,T04430,1,4,2
Q04431,T04431,1,4,4
Q04432,T04432,1,,
Q04433,T04433,1,,
Q04434,T04434,1,5,1
Q04435,T04435,1,4,3
Q04436,T04436,1,5,2
Q04437,T04437,1,4,0
Q04438,T04438,1,5,1
Q04439,T04439,1,5,4
Q04440,T04440,1,5,3
Q04441,T04441,1,,
Q04442,T04442,1,5,1
Q04443,T04443,1,4,4
Q04444,T04444,1,,
Q04445,T04445,1,,
Q04446,T04446,1,5,1
Q04447,T04447,1,3,3
Q04448,T04448,1,,
Q04449,T04449,1,,
Q04450,T04450,1,4,4
Q04451,T04451,1,5,1
Q04452,T04452,1,5,1
Q04453,T04453,0,,
Q04454,T04454,1,5,1
Q04455,T04455,1,,
Q04456,T04456,1,3,3
Q04457,T04457,1,4,0
Q04458,T04458,0,,
Q04459,T04459,1,4,0
Q04460,T04460,1,5,4
Q04461,T04461,1,5,1
Q04462,T04462,1,5,1
Q04463,T04463,0,,
Q04464,T04464,1,5,1
Q04465,T04465,0,,
Q04466,T04466,0,,
Q04467,T04467,1,5,2
Q04468,T04468,1,5,1
Q04469,T04469,1,,
Q04470,T04470,1,4,1
Q04471,T04471,1,5,3
Q04472,T04472,1,4,1
Q04473,T04473,1,4,3
Q04474,T04474,1,5,2
Q04475,T04475,1,5,1
Q04476,T04476,1,4,0
Q04477,T04477,1,5,0
Q04478,T04478,1,,
Q04479,T04479,1,4,4
Q04480,T04480,1,4,0
Q04481,T04481,1,4,1
Q04482,T04482,1,3,1
Q04483,T04483,1,,
Q04484,T04484,1,5,2
Q04485,T04485,1,5,3
Q04486,T04486,0,,
Q04487,T04487,1,5,3
Q04488,T04488,0,,
Q04489,T04489,1,5,1
Q04490,T04490,1,4,2
Q04491,T04491,1,5,3
Q04492,T04492,1,,
Q04493,T04493,1,,
Q04494,T04494,1,5,3
Q04495,T04495,1,5,2
Q04496,T04496,0,,
Q04497,T04497,1,,
Q04498,T04498,1,4,4
Q04499,T04499,1,3,0
Q04500,T04500,1,5,3
Q04501,T04501,1,,
Q04502,T04502,1,5,3
Q04503,T04503,1,5,3
Q04504,T04504,1,5,3
Q04505,T04505,1,,
Q04506,T04506,1,4,2
Q04507,T04507,1,5,0
Q04508,T04508,1,5,4
Q04509,T04509,1,4,2
Q04510,T04510,1,5,4
Q04511,T04511,0,,
Q04512,T04512,1,4,2
Q04513,T04513,1,5,0
Q04514,T04514,0,,
Q04515,T04515,1,4,0
Q04516,T04516,1,,
Q04517,T04517,1,5,1
Q04518,T04518,1,,
Q04519,T04519,1,4,3
Q04520,T04520,1,5,2
Q04521,T04521,1,5,2
Q04522,T04522,1,,
Q04523,T04523,1,3,3
Q04524,T04524,1,,
Q04525,T04525,1,4,0
Q04526,T04526,1,5,3
Q04527,T04527,1,4,2
Q04528,T04528,1,5,1
Q04529,T04529,1,5,0
Q04530,T04530,1,,
Q04531,T04531,1,5,1
Q04532,T04532,1,3,2
Q04533,T04533,1,,
Q04534,T04534,1,3,1
Q04535,T04535,1,,
Q04536,T04536,1,,
Q04537,T04537,1,5,3
Q04538,T04538,1,4,3
Q04539,T04539,1,,
Q04540,T04540,0,,
Q04541,T04541,1,4,3
Q04542,T04542,1,4,1
Q04543,T04543,1,4,1
Q04544,T04544,1,,
Q04545,T04545,1,5,3
Q04546,T04546,1,5,0
Q04547,T04547,1,5,4
Q04548,T04548,1,,
Q04549,T04549,1,,
Q04550,T04550,1,5,2
Q04551,T04551,1,5,2
Q04552,T04552,1,,
Q04553,T04553,1,,
Q04554,T04554,1,4,4
Q04555,T04555,1,,
Q04556,T04556,1,,
Q04557,T04557,1,4,3
Q04558,T04558,0,,
Q04559,T04559,1,4,2
Q04560,T04560,1,1,3
Q04561,T04561,1,4,3
Q04562,T04562,1,,
Q04563,T04563,1,,
Q04564,T04564,1,4,2
Q04565,T04565,1,,
Q04566,T04566,0,,
Q04567,T04567,1,4,1
Q04568,T04568,1,,
Q04569,T04569,0,,
Q04570,T04570,1,4,0
Q04571,T04571,1,,
Q04572,T04572,1,,
Q04573,T04573,1,,
Q04574,T04574,1,4,3
Q04575,T04575,1,5,1
Q04576,T04576,1,5,2
Q04577,T04577,1,5,4
Q04578,T04578,1,5,3
Q04579,T04579,1,4,1
Q04580,T04580,1,5,4
Q04581,T04581,1,4,3
Q04582,T04582,1,5,0
Q04583,T04583,1,5,1
Q04584,T04584,1,4,1
Q04585,T04585,1,,
Q04586,T04586,1,,
Q04587,T04587,1,,
Q04588,T04588,1,,
Q04589,T04589,1,4,4
Q04590,T04590,1,4,2
Q04591,T04591,1,,
Q04592,T04592,0,,
Q04593,T04593,0,,
Q04594,T04594,1,,
Q04595,T04595,1,5,0
Q04596,T04596,1,5,2
Q04597,T04597,0,,
Q04598,T04598,1,5,0
Q04599,T04599,1,,
Q04600,T04600,1,,
Q04601,T04601,0,,
Q04602,T04602,1,4,3
Q04603,T04603,1,5,1
Q04604,T04604,1,5,3
Q04605,T04605,1,5,2
Q04606,T04606,1,,
Q04607,T04607,1,,
Q04608,T04608,1,,
Q04609,T04609,1,5,4
Q04610,T04610,1,5,3
Q04611,T04611,1,4,4
Q04612,T04612,1,4,4
Q04613,T04613,1,5,4
Q04614,T04614,1,,
Q04615,T04615,1,5,1
Q04616,T04616,1,3,0
Q04617,T04617,1,5,4
Q04618,T04618,1,,
Q04619,T04619,1,4,4
Q04620,T04620,1,,
Q04621,T04621,1,5,2
Q04622,T04622,0,,
Q04623,T04623,1,4,1
Q04624,T04624,1,5,1
Q04625,T04625,1,4,3
Q04626,T04626,1,4,0
Q04627,T04627,0,,
Q04628,T04628,1,4,1
Q04629,T04629,1,,
Q04630,T04630,1,5,2
Q04631,T04631,1,5,2
Q04632,T04632,1,5,2
Q04633,T04633,0,,
Q04634,T04634,1,,
Q04635,T04635,1,5,2
Q04636,T04636,1,3,2
Q04637,T04637,1,4,3
Q04638,T04638,1,,
Q04639,T04639,1,4,0
Q04640,T04640,1,5,0
Q04641,T04641,1,,
Q04642,T04642,1,5,3
Q04643,T04643,1,4,1
Q04644,T04644,1,5,3
Q04645,T04645,1,4,1
Q04646,T04646,1,5,3
Q04647,T04647,1,,
Q04648,T04648,1,5,1
Q04649,T04649,1,5,2
Q04650,T04650,1,5,4
Q04651,T04651,1,,
Q04652,T04652,0,,
Q04653,T04653,1,4,3
Q04654,T04654,1,5,2
Q04655,T04655,1,,
Q04656,T04656,1,5,2
Q04657,T04657,1,,
Q04658,T04658,1,5,3
Q04659,T04659,1,4,2
Q04660,T04660,1,,
Q04661,T04661,1,4,4
Q04662,T04662,1,5,3
Q04663,T04663,1,4,3
Q04664,T04664,1,5,1
Q04665,T04665,1,,
Q04666,T04666,0,,
Q04667,T04667,1,5,0
Q04668,T04668,1,5,4
Q04669,T04669,1,,
Q04670,T04670,1,,
Q04671,T04671,1,5,3
Q04672,T04672,1,5,4
Q04673,T04673,1,,
Q04674,T04674,1,5,1
Q04675,T04675,1,,
Q04676,T04676,1,5,1
Q04677,T04677,1,5,3
Q04678,T04678,1,5,2
Q04679,T04679,1,5,4
Q04680,T04680,1,5,2
Q04681,T04681,0,,
Q04682,T04682,1,5,4
Q04683,T04683,1,,
Q04684,T04684,1,5,4
Q04685,T04685,1,5,2
Q04686,T04686,1,,
Q04687,T04687,1,4,3
Q04688,T04688,1,,
Q04689,T04689,1,,
Q04690,T04690,1,,
Q04691,T04691,1,5,3
Q04692,T04692,1,,
Q04693,T04693,1,,
Q04694,T04694,1,4,3
Q04695,T04695,1,5,3
Q04696,T04696,1,,
Q04697,T04697,0,,
Q04698,T04698,1,,
Q04699,T04699,0,,
Q04700,T04700,1,4,4
Q04701,T04701,1,,
Q04702,T04702,1,4,1
Q04703,T04703,1,5,2
Q04704,T04704,1,5,0
Q04705,T04705,1,5,3
Q04706,T04706,1,5,0
Q04707,T04707,1,,
Q04708,T04708,1,,
Q04709,T04709,1,4,0
Q04710,T04710,1,,
Q04711,T04711,1,,
Q04712,T04712,1,4,1
Q04713,T04713,0,,
Q04714,T04714,1,,
Q04715,T04715,1,,
Q04716,T04716,1,5,4
Q04717,T04717,1,5,4
Q04718,T04718,1,,
Q04719,T04719,1,5,1
Q04720,T04720,1,4,0
Q04721,T04721,1,5,3
Q04722,T04722,1,,
Q04723,T04723,1,,
Q04724,T04724,1,5,1
Q04725,T04725,1,4,4
Q04726,T04726,0,,
Q04727,T04727,1,,
Q04728,T04728,1,5,2
Q04729,T04729,1,,
Q04730,T04730,1,,
Q04731,T04731,1,5,0
Q04732,T04732,1,5,1
Q04733,T04733,1,4,4
Q04734,T04734,1,4,3
Q04735,T04735,1,5,0
Q04736,T04736,1,5,3
Q04737,T04737,1,5,0
Q04738,T04738,1,,
Q04739,T04739,1,4,2
Q04740,T04740,1,5,1
Q04741,T04741,1,5,3
Q04742,T04742,1,4,2
Q04743,T04743,1,3,1
Q04744,T04744,0,,
Q04745,T04745,1,,
Q04746,T04746,1,5,1
Q04747,T04747,1,,
Q04748,T04748,1,,
Q04749,T04749,0,,
Q04750,T04750,1,3,3
Q04751,T04751,1,4,2
Q04752,T04752,0,,
Q04753,T04753,1,,
Q04754,T04754,1,3,3
Q04755,T04755,1,,
Q04756,T04756,0,,
Q04757,T04757,1,5,1
Q04758,T04758,1,5,1
Q04759,T04759,1,4,1
Q04760,T04760,1,4,1
Q04761,T04761,1,,
Q04762,T04762,1,5,3
Q04763,T04763,1,5,2
Q04764,T04764,1,5,4
Q04765,T04765,1,4,3
Q04766,T04766,1,,
Q04767,T04767,1,5,4
Q04768,T04768,1,3,1
Q04769,T04769,1,,
Q04770,T04770,1,,
Q04771,T04771,1,2,0
Q04772,T04772,1,,
Q04773,T04773,1,5,2
Q04774,T04774,1,,
Q04775,T04775,0,,
Q04776,T04776,1,,
Q04777,T04777,1,5,1
Q04778,T04778,0,,
Q04779,T04779,1,5,0
Q04780,T04780,1,5,1
Q04781,T04781,1,5,4
Q04782,T04782,1,5,2
Q04783,T04783,1,5,0
Q04784,T04784,1,,
Q04785,T04785,1,5,3
Q04786,T04786,1,5,4
Q04787,T04787,0,,
Q04788,T04788,1,,
Q04789,T04789,1,3,4
Q04790,T04790,1,5,4
Q04791,T04791,1,,
Q04792,T04792,1,4,2
Q04793,T04793,0,,
Q04794,T04794,1,1,3
Q04795,T04795,1,5,3
Q04796,T04796,1,4,0
Q04797,T04797,1,5,3
Q04798,T04798,1,3,3
Q04799,T04799,1,4,0
Q04800,T04800,0,,
