person_id,campus,stage,stratum,baseline_score,responded
P5-0193,south,early,south_early,37.59,0
P5-0194,south,early,south_early,43.11,1
P5-0195,south,early,south_early,47.23,0
P5-0196,south,early,south_early,71.49,0
P5-0197,south,early,south_early,69.31,1
P5-0198,south,early,south_early,56.38,1
P5-0199,south,early,south_early,54.66,1
P5-0200,south,early,south_early,52.33,0
P5-0201,south,early,south_early,66.95,0
P5-0202,south,early,south_early,38.84,1
P5-0203,south,early,south_early,49.38,1
P5-0204,south,early,south_early,52.13,0
P5-0205,south,early,south_early,43.41,0
P5-0206,south,early,south_early,44.4,1
P5-0207,south,early,south_early,49.09,0
P5-0208,south,early,south_early,20.69,0
P5-0209,south,early,south_early,49.36,0
P5-0210,south,early,south_early,52.94,1
P5-0211,south,early,south_early,49.04,1
P5-0212,south,early,south_early,52.16,0
P5-0213,south,early,south_early,48.72,0
P5-0214,south,early,south_early,56.69,1
P5-0215,south,early,south_early,57.87,1
P5-0216,south,early,south_early,55.4,0
P5-0217,south,early,south_early,56.69,0
P5-0218,south,early,south_early,57.32,0
P5-0219,south,early,south_early,44.12,0
P5-0220,south,early,south_early,31.0,0
P5-0221,south,early,south_early,36.75,0
P5-0222,south,early,south_early,46.09,0
P5-0223,south,early,south_early,45.2,1
P5-0224,south,early,south_early,72.73,0
P5-0225,south,early,south_early,36.33,0
P5-0226,south,early,south_early,61.66,0
P5-0227,south,early,south_early,51.68,0
P5-0228,south,early,south_early,61.36,0
P5-0229,south,early,south_early,28.76,1
P5-0230,south,early,south_early,44.67,1
P5-0231,south,early,south_early,44.88,0
P5-0232,south,early,south_early,21.58,0
P5-0233,south,early,south_early,59.67,1
P5-0234,south,early,south_early,75.96,0
P5-0235,south,early,south_early,62.71,0
P5-0236,south,early,south_early,46.97,0
P5-0237,south,early,south_early,57.25,1
P5-0238,south,early,south_early,51.87,0
P5-0239,south,early,south_early,42.1,0
P5-0240,south,early,south_early,49.46,0
P5-0241,south,early,south_early,58.09,0
P5-0242,south,early,south_early,71.16,1
P5-0243,south,early,south_early,35.49,0
P5-0244,south,early,south_early,62.2,0
P5-0245,south,early,south_early,45.96,1
P5-0246,south,early,south_early,52.29,0
P5-0247,south,early,south_early,55.55,0
P5-0248,south,early,south_early,56.69,0
P5-0249,south,early,south_early,56.3,0
P5-0250,south,early,south_early,45.06,0
P5-0251,south,early,south_early,46.13,1
P5-0252,south,early,south_early,52.91,1
P5-0253,south,early,south_early,35.63,0
P5-0254,south,early,south_early,45.9,0
P5-0255,south,early,south_early,76.69,0
P5-0256,south,early,south_early,70.24,0
P5-0257,south,early,south_early,67.89,0
P5-0258,south,early,south_early,38.33,0
P5-0259,south,early,south_early,49.0,0
P5-0260,south,early,south_early,55.61,0
P5-0261,south,early,south_early,61.77,1
P5-0262,south,early,south_early,56.34,0
P5-0263,south,early,south_early,28.6,0
P5-0264,south,early,south_early,63.05,0
P5-0265,south,early,south_early,58.44,0
P5-0266,south,early,south_early,50.54,0
P5-0267,south,early,south_early,50.26,1
P5-0268,south,early,south_early,67.92,0
P5-0269,south,early,south_early,46.48,0
P5-0270,south,early,south_early,34.53,1
P5-0271,south,early,south_early,67.01,1
P5-0272,south,early,south_early,85.01,1
P5-0273,south,early,south_early,53.39,0
P5-0274,south,early,south_early,76.31,1
P5-0275,south,early,south_early,52.06,0
P5-0276,south,early,south_early,70.47,1
P5-0277,south,early,south_early,59.99,1
P5-0278,south,early,south_early,59.19,1
P5-0279,south,early,south_early,59.13,0
P5-0280,south,early,south_early,57.31,0
P5-0281,south,early,south_early,44.21,0
P5-0282,south,early,south_early,55.79,1
P5-0283,south,early,south_early,70.35,0
P5-0284,south,early,south_early,59.86,0
P5-0285,south,early,south_early,55.95,0
P5-0286,south,early,south_early,58.63,0
P5-0287,south,early,south_early,50.88,1
P5-0288,south,early,south_early,54.33,1
P5-0289,south,early,south_early,71.2,1
P5-0290,south,early,south_early,69.11,1
P5-0291,south,early,south_early,39.42,1
P5-0292,south,early,south_early,66.68,0
P5-0293,south,early,south_early,38.09,1
P5-0294,south,early,south_early,71.83,0
P5-0295,south,early,south_early,43.95,1
P5-0296,south,early,south_early,62.41,1
P5-0297,south,early,south_early,43.84,0
P5-0298,south,early,south_early,59.52,1
P5-0299,south,early,south_early,64.37,0
P5-0300,south,early,south_early,61.62,1
P5-0301,south,early,south_early,62.66,1
P5-0302,south,early,south_early,49.62,0
P5-0303,south,early,south_early,53.21,0
P5-0304,south,early,south_early,49.98,0
P5-0305,south,early,south_early,59.63,0
P5-0306,south,early,south_early,57.16,0
P5-0307,south,early,south_early,61.57,1
P5-0308,south,early,south_early,55.62,1
P5-0309,south,early,south_early,32.18,0
P5-0310,south,early,south_early,67.97,0
P5-0311,south,early,south_early,49.3,1
P5-0312,south,early,south_early,37.71,0
P5-0313,south,early,south_early,44.18,0
P5-0314,south,early,south_early,51.1,0
P5-0315,south,early,south_early,50.2,1
P5-0316,south,early,south_early,70.61,0
P5-0317,south,early,south_early,61.14,1
P5-0318,south,early,south_early,57.59,1
P5-0319,south,early,south_early,56.72,1
P5-0320,south,early,south_early,54.96,0
P5-0321,south,early,south_early,60.52,0
P5-0322,south,early,south_early,20.15,0
P5-0323,south,early,south_early,61.15,1
P5-0324,south,early,south_early,46.04,0
P5-0325,south,early,south_early,38.55,1
P5-0326,south,early,south_early,57.79,1
P5-0327,south,early,south_early,32.03,1
P5-0328,south,early,south_early,57.92,0
P5-0329,south,early,south_early,57.73,1
P5-0330,south,early,south_early,66.0,0
P5-0331,south,early,south_early,18.41,0
P5-0332,south,early,south_early,56.17,0
P5-0333,south,early,south_early,35.08,0
P5-0334,south,early,south_early,35.96,0
P5-0335,south,early,south_early,62.56,1
P5-0336,south,early,south_early,74.52,1
P5-0337,south,early,south_early,40.56,0
P5-0338,south,early,south_early,53.07,0
P5-0339,south,early,south_early,39.17,1
P5-0340,south,early,south_early,28.2,0
P5-0341,south,early,south_early,48.13,1
P5-0342,south,early,south_early,49.04,1
P5-0343,south,early,south_early,46.86,0
P5-0344,south,early,south_early,85.36,1
P5-0345,south,early,south_early,48.98,1
P5-0346,south,early,south_early,48.99,0
P5-0347,south,early,south_early,50.4,0
P5-0348,south,early,south_early,42.67,1
P5-0349,south,early,south_early,58.61,0
P5-0350,south,early,south_early,44.93,0
P5-0351,south,early,south_early,41.45,1
P5-0352,south,early,south_early,42.73,0
P5-0353,south,early,south_early,70.46,0
P5-0354,south,early,south_early,41.87,0
P5-0355,south,early,south_early,45.05,0
P5-0356,south,early,south_early,74.45,0
P5-0357,south,early,south_early,64.94,1
P5-0358,south,early,south_early,37.96,0
P5-0359,south,early,south_early,43.72,1
P5-0360,south,early,south_early,53.05,0
P5-0361,south,early,south_early,29.64,0
P5-0362,south,early,south_early,40.6,0
P5-0363,south,early,south_early,35.76,0
P5-0364,south,early,south_early,45.35,0
P5-0365,south,early,south_early,65.48,1
P5-0366,south,early,south_early,47.19,0
P5-0367,south,early,south_early,56.84,0
P5-0368,south,early,south_early,48.93,0
P5-0369,south,early,south_early,37.44,1
P5-0370,south,early,south_early,50.49,0
P5-0371,south,early,south_early,63.56,1
P5-0372,south,early,south_early,66.45,1
P5-0373,south,early,south_early,46.66,1
P5-0374,south,early,south_early,41.86,1
P5-0375,south,early,south_early,59.91,0
P5-0376,south,early,south_early,36.16,1
P5-0377,south,early,south_early,58.87,0
P5-0378,south,early,south_early,31.43,0
P5-0379,south,early,south_early,62.4,1
P5-0380,south,early,south_early,57.92,1
P5-0381,south,early,south_early,52.7,1
P5-0382,south,early,south_early,45.34,1
P5-0383,south,early,south_early,57.79,0
P5-0384,south,early,south_early,62.66,1
P5-0385,south,early,south_early,75.99,1
P5-0386,south,early,south_early,53.82,0
P5-0387,south,early,south_early,41.21,0
P5-0388,south,early,south_early,46.49,0
P5-0389,south,early,south_early,34.53,0
P5-0390,south,early,south_early,60.26,0
P5-0391,south,early,south_early,56.42,0
P5-0392,south,early,south_early,58.58,0
P5-0393,south,early,south_early,42.78,0
P5-0394,south,early,south_early,32.27,0
P5-0395,south,early,south_early,61.67,1
P5-0396,south,early,south_early,60.67,0
P5-0397,south,early,south_early,56.26,1
P5-0398,south,early,south_early,49.24,0
P5-0399,south,early,south_early,64.6,1
P5-0400,south,early,south_early,52.2,0
P5-0401,south,early,south_early,41.6,1
P5-0402,south,early,south_early,40.96,1
P5-0403,south,early,south_early,60.73,1
P5-0404,south,early,south_early,66.63,0
P5-0405,south,early,south_early,55.68,0
P5-0406,south,early,south_early,69.44,1
P5-0407,south,early,south_early,34.51,0
P5-0408,south,early,south_early,54.24,1
P5-0409,south,early,south_early,67.79,1
P5-0410,south,early,south_early,58.33,0
P5-0411,south,early,south_early,47.53,0
P5-0412,south,early,south_early,37.19,0
P5-0413,south,early,south_early,43.17,0
P5-0414,south,early,south_early,35.57,0
P5-0415,south,early,south_early,45.88,1
P5-0416,south,early,south_early,48.15,0
P5-0417,south,early,south_early,52.79,1
P5-0418,south,early,south_early,48.29,0
P5-0419,south,early,south_early,47.72,0
P5-0420,south,early,south_early,34.94,0
P5-0421,south,early,south_early,59.93,0
P5-0422,south,early,south_early,44.13,0
P5-0423,south,early,south_early,44.17,1
P5-0424,south,early,south_early,57.54,0
P5-0425,south,early,south_early,35.87,0
P5-0426,south,early,south_early,29.17,0
P5-0427,south,early,south_early,38.72,0
P5-0428,south,early,south_early,34.54,0
P5-0429,south,early,south_early,27.77,1
P5-0430,south,early,south_early,38.64,0
P5-0431,south,early,south_early,57.94,1
P5-0432,south,early,south_early,53.99,0
P5-0433,south,early,south_early,70.3,1
P5-0434,south,early,south_early,50.8,0
P5-0435,south,early,south_early,36.14,0
P5-0436,south,early,south_early,50.34,0
P5-0437,south,early,south_early,69.26,1
P5-0438,south,early,south_early,27.47,0
P5-0439,south,early,south_early,52.94,0
P5-0440,south,early,south_early,49.6,1
P5-0441,south,early,south_early,34.07,0
P5-0442,south,early,south_early,38.13,0
P5-0443,south,early,south_early,52.18,0
P5-0444,south,early,south_early,59.38,0
P5-0445,south,early,south_early,69.06,1
P5-0446,south,early,south_early,61.23,0
P5-0447,south,early,south_early,40.79,0
P5-0448,south,early,south_early,90.91,0
P5-0449,south,early,south_early,62.29,0
P5-0450,south,early,south_early,54.76,0
P5-0451,south,early,south_early,46.47,0
P5-0452,south,early,south_early,44.18,0
P5-0453,south,early,south_early,54.22,0
P5-0454,south,early,south_early,60.95,1
P5-0455,south,early,south_early,54.71,1
P5-0456,south,early,south_early,46.97,1
P5-0457,south,early,south_early,25.71,0
P5-0458,south,early,south_early,47.76,0
P5-0459,south,early,south_early,22.0,1
P5-0460,south,early,south_early,52.35,0
P5-0461,south,early,south_early,55.27,1
P5-0462,south,early,south_early,69.51,0
P5-0463,south,early,south_early,53.6,0
P5-0464,south,early,south_early,22.34,1
P5-0465,south,early,south_early,64.91,1
P5-0466,south,early,south_early,67.87,1
P5-0467,south,early,south_early,56.84,0
P5-0468,south,early,south_early,33.4,0
P5-0469,south,early,south_early,41.41,0
P5-0470,south,early,south_early,37.39,1
P5-0471,south,early,south_early,45.59,1
P5-0472,south,early,south_early,65.1,1
P5-0473,south,early,south_early,78.01,1
P5-0474,south,early,south_early,59.04,0
P5-0475,south,early,south_early,25.34,0
P5-0476,south,early,south_early,47.57,1
P5-0477,south,early,south_early,48.16,0
P5-0478,south,early,south_early,50.2,0
P5-0479,south,early,south_early,47.24,1
P5-0480,south,early,south_early,44.52,0
P5-0481,south,early,south_early,66.5,0
P5-0482,south,early,south_early,50.52,0
P5-0483,south,early,south_early,63.53,1
P5-0484,south,early,south_early,43.13,0
P5-0485,south,early,south_early,51.49,1
P5-0486,south,early,south_early,50.74,0
P5-0487,south,early,south_early,43.05,0
P5-0488,south,early,south_early,53.4,1
P5-0489,south,early,south_early,45.75,0
P5-0490,south,early,south_early,45.23,0
P5-0491,south,early,south_early,60.65,1
P5-0492,south,early,south_early,49.83,0
P5-0493,south,early,south_early,68.96,0
P5-0494,south,early,south_early,42.8,1
P5-0495,south,early,south_early,61.74,1
P5-0496,south,early,south_early,66.86,1
P5-0497,south,early,south_early,54.6,0
P5-0498,south,early,south_early,58.62,1
P5-0499,south,early,south_early,42.95,0
P5-0500,south,early,south_early,32.08,0
P5-0501,south,early,south_early,48.03,0
P5-0502,south,early,south_early,64.78,0
P5-0503,south,early,south_early,45.38,0
P5-0504,south,early,south_early,41.98,0
P5-0505,south,early,south_early,44.35,0
P5-0506,south,early,south_early,61.75,0
P5-0507,south,early,south_early,71.2,0
P5-0508,south,early,south_early,67.95,0
P5-0509,south,early,south_early,46.77,0
P5-0510,south,early,south_early,44.5,0
P5-0511,south,early,south_early,45.27,0
P5-0512,south,early,south_early,45.15,0
P5-0513,south,early,south_early,30.75,0
P5-0514,south,early,south_early,75.82,1
P5-0515,south,early,south_early,47.48,0
P5-0516,south,early,south_early,45.4,1
P5-0517,south,early,south_early,40.32,0
P5-0518,south,early,south_early,34.9,0
P5-0519,south,early,south_early,26.54,0
P5-0520,south,early,south_early,41.4,0
P5-0521,south,early,south_early,48.49,0
P5-0522,south,early,south_early,35.51,0
P5-0523,south,early,south_early,40.08,0
P5-0524,south,early,south_early,50.58,0
P5-0525,south,early,south_early,62.69,0
P5-0526,south,early,south_early,25.45,0
P5-0527,south,early,south_early,48.27,1
P5-0528,south,early,south_early,40.76,0
P5-0529,south,early,south_early,47.62,0
P5-0530,south,early,south_early,56.18,0
P5-0531,south,early,south_early,62.33,1
P5-0532,south,early,south_early,48.38,0
P5-0533,south,early,south_early,68.99,1
P5-0534,south,early,south_early,65.4,1
P5-0535,south,early,south_early,52.05,0
P5-0536,south,early,south_early,58.69,0
P5-0537,south,early,south_early,47.09,0
P5-0538,south,early,south_early,57.64,0
P5-0539,south,early,south_early,36.54,1
P5-0540,south,early,south_early,51.88,0
P5-0541,south,early,south_early,45.9,0
P5-0542,south,early,south_early,57.93,0
P5-0543,south,early,south_early,58.02,0
P5-0544,south,early,south_early,52.79,0
P5-0545,south,early,south_early,42.28,0
P5-0546,south,early,south_early,64.38,0
P5-0547,south,early,south_early,68.37,1
P5-0548,south,early,south_early,62.23,1
P5-0549,south,early,south_early,50.74,1
P5-0550,south,early,south_early,40.71,1
P6-0001,south,late,south_late,35.53,0
P6-0002,south,late,south_late,54.07,0
P6-0003,south,late,south_late,34.45,0
P6-0004,south,late,south_late,58.13,0
P6-0005,south,late,south_late,69.42,0
P6-0006,south,late,south_late,77.38,0
P6-0007,south,late,south_late,56.62,0
P6-0008,south,late,south_late,53.5,0
P6-0009,south,late,south_late,47.92,0
P6-0010,south,late,south_late,43.62,0
P6-0011,south,late,south_late,39.72,0
P6-0012,south,late,south_late,54.76,0
P6-0013,south,late,south_late,60.89,0
P6-0014,south,late,south_late,57.83,0
P6-0015,south,late,south_late,59.0,0
P6-0016,south,late,south_late,50.56,0
P6-0017,south,late,south_late,57.3,0
P6-0018,south,late,south_late,51.1,0
P6-0019,south,late,south_late,41.79,1
P6-0020,south,late,south_late,59.66,0
P6-0021,south,late,south_late,66.69,0
P6-0022,south,late,south_late,53.08,0
P6-0023,south,late,south_late,40.0,0
P6-0024,south,late,south_late,47.92,0
P6-0025,south,late,south_late,52.1,0
P6-0026,south,late,south_late,40.53,0
P6-0027,south,late,south_late,38.5,0
P6-0028,south,late,south_late,69.18,0
P6-0029,south,late,south_late,67.94,0
P6-0030,south,late,south_late,42.31,0
P6-0031,south,late,south_late,52.09,0
P6-0032,south,late,south_late,53.13,0
P6-0033,south,late,south_late,60.47,0
P6-0034,south,late,south_late,56.74,0
P6-0035,south,late,south_late,56.43,0
P6-0036,south,late,south_late,30.92,0
P6-0037,south,late,south_late,35.19,0
P6-0038,south,late,south_late,58.2,0
P6-0039,south,late,south_late,54.9,0
P6-0040,south,late,south_late,26.44,0
P6-0041,south,late,south_late,56.96,0
P6-0042,south,late,south_late,48.15,0
P6-0043,south,late,south_late,37.14,0
P6-0044,south,late,south_late,40.6,0
P6-0045,south,late,south_late,57.39,0
P6-0046,south,late,south_late,67.37,0
P6-0047,south,late,south_late,42.44,0
P6-0048,south,late,south_late,53.76,0
P6-0049,south,late,south_late,52.74,0
P6-0050,south,late,south_late,67.42,0
P6-0051,south,late,south_late,30.0,0
P6-0052,south,late,south_late,49.52,0
P6-0053,south,late,south_late,52.68,0
P6-0054,south,late,south_late,46.72,0
P6-0055,south,late,south_late,67.35,0
P6-0056,south,late,south_late,56.59,1
P6-0057,south,late,south_late,59.4,0
P6-0058,south,late,south_late,41.89,0
P6-0059,south,late,south_late,42.47,0
P6-0060,south,late,south_late,35.16,0
P6-0061,south,late,south_late,49.41,0
P6-0062,south,late,south_late,47.87,0
P6-0063,south,late,south_late,80.66,0
P6-0064,south,late,south_late,44.41,0
P6-0065,south,late,south_late,34.18,0
P6-0066,south,late,south_late,62.68,1
P6-0067,south,late,south_late,45.31,0
P6-0068,south,late,south_late,59.27,0
P6-0069,south,late,south_late,21.97,0
P6-0070,south,late,south_late,58.8,0
P6-0071,south,late,south_late,26.17,0
P6-0072,south,late,south_late,57.44,0
P6-0073,south,late,south_late,62.26,0
P6-0074,south,late,south_late,60.44,0
P6-0075,south,late,south_late,46.91,0
P6-0076,south,late,south_late,64.82,1
P6-0077,south,late,south_late,27.61,0
P6-0078,south,late,south_late,42.61,0
P6-0079,south,late,south_late,35.59,0
P6-0080,south,late,south_late,51.99,0
P6-0081,south,late,south_late,54.69,1
P6-0082,south,late,south_late,48.42,0
P6-0083,south,late,south_late,27.04,0
P6-0084,south,late,south_late,44.98,0
P6-0085,south,late,south_late,52.26,0
P6-0086,south,late,south_late,43.51,1
P6-0087,south,late,south_late,52.6,0
P6-0088,south,late,south_late,42.99,0
P6-0089,south,late,south_late,45.14,0
P6-0090,south,late,south_late,54.28,1
P6-0091,south,late,south_late,47.56,0
P6-0092,south,late,south_late,70.47,0
P6-0093,south,late,south_late,49.62,0
P6-0094,south,late,south_late,39.2,1
P6-0095,south,late,south_late,27.42,1
P6-0096,south,late,south_late,51.52,0
P6-0097,south,late,south_late,51.81,0
P6-0098,south,late,south_late,34.86,0
P6-0099,south,late,south_late,57.72,0
P6-0100,south,late,south_late,52.0,1
P6-0101,south,late,south_late,44.4,0
P6-0102,south,late,south_late,35.2,0
P6-0103,south,late,south_late,56.35,0
P6-0104,south,late,south_late,44.74,0
P6-0105,south,late,south_late,42.04,0
P6-0106,south,late,south_late,44.44,1
P6-0107,south,late,south_late,47.33,0
P6-0108,south,late,south_late,59.96,0
P6-0109,south,late,south_late,47.23,1
P6-0110,south,late,south_late,43.37,0
P6-0111,south,late,south_late,42.43,0
P6-0112,south,late,south_late,46.69,0
P6-0113,south,late,south_late,67.36,0
P6-0114,south,late,south_late,55.3,0
P6-0115,south,late,south_late,47.15,1
P6-0116,south,late,south_late,47.46,0
P6-0117,south,late,south_late,17.58,0
P6-0118,south,late,south_late,30.62,0
P6-0119,south,late,south_late,53.68,0
P6-0120,south,late,south_late,73.5,0
P6-0121,south,late,south_late,32.8,0
P6-0122,south,late,south_late,40.94,0
P6-0123,south,late,south_late,32.63,0
P6-0124,south,late,south_late,59.67,0
P6-0125,south,late,south_late,54.8,0
P6-0126,south,late,south_late,37.23,0
P6-0127,south,late,south_late,30.84,0
P6-0128,south,late,south_late,60.3,0
P6-0129,south,late,south_late,65.76,0
P6-0130,south,late,south_late,48.75,0
P6-0131,south,late,south_late,73.69,0
P6-0132,south,late,south_late,46.99,0
P6-0133,south,late,south_late,49.98,0
P6-0134,south,late,south_late,43.5,0
P6-0135,south,late,south_late,51.61,0
P6-0136,south,late,south_late,74.2,0
P6-0137,south,late,south_late,69.18,1
P6-0138,south,late,south_late,58.38,0
P6-0139,south,late,south_late,34.1,0
P6-0140,south,late,south_late,35.44,0
P6-0141,south,late,south_late,61.75,1
P6-0142,south,late,south_late,44.2,0
P6-0143,south,late,south_late,36.03,0
P6-0144,south,late,south_late,61.86,0
P6-0145,south,late,south_late,53.77,0
P6-0146,south,late,south_late,58.7,0
P6-0147,south,late,south_late,56.53,1
P6-0148,south,late,south_late,34.51,0
P6-0149,south,late,south_late,29.28,0
P6-0150,south,late,south_late,41.59,0
P6-0151,south,late,south_late,42.9,0
P6-0152,south,late,south_late,36.69,0
P6-0153,south,late,south_late,53.02,0
P6-0154,south,late,south_late,17.42,0
P6-0155,south,late,south_late,46.04,0
P6-0156,south,late,south_late,44.89,0
P6-0157,south,late,south_late,41.56,0
P6-0158,south,late,south_late,62.22,0
P6-0159,south,late,south_late,31.62,0
P6-0160,south,late,south_late,45.36,0
P6-0161,south,late,south_late,49.33,0
P6-0162,south,late,south_late,48.35,0
P6-0163,south,late,south_late,34.16,1
P6-0164,south,late,south_late,58.59,0
P6-0165,south,late,south_late,65.21,0
P6-0166,south,late,south_late,30.2,0
P6-0167,south,late,south_late,45.21,1
P6-0168,south,late,south_late,72.47,1
P6-0169,south,late,south_late,58.6,1
P6-0170,south,late,south_late,59.56,1
P6-0171,south,late,south_late,33.4,0
P6-0172,south,late,south_late,26.33,0
P6-0173,south,late,south_late,56.35,0
P6-0174,south,late,south_late,54.19,0
P6-0175,south,late,south_late,44.75,0
P6-0176,south,late,south_late,51.15,0
P6-0177,south,late,south_late,64.98,0
P6-0178,south,late,south_late,58.2,0
P6-0179,south,late,south_late,52.37,0
P6-0180,south,late,south_late,70.03,0
P6-0181,south,late,south_late,39.21,0
P6-0182,south,late,south_late,37.82,0
P6-0183,south,late,south_late,36.57,0
P6-0184,south,late,south_late,61.1,0
P6-0185,south,late,south_late,28.02,0
P6-0186,south,late,south_late,29.84,1
P6-0187,south,late,south_late,34.98,0
P6-0188,south,late,south_late,51.41,0
P6-0189,south,late,south_late,29.05,0
P6-0190,south,late,south_late,46.65,1
P6-0191,south,late,south_late,58.63,0
P6-0192,south,late,south_late,58.96,1
P6-0193,south,late,south_late,53.78,0
P6-0194,south,late,south_late,28.73,0
P6-0195,south,late,south_late,51.72,0
P6-0196,south,late,south_late,39.99,0
P6-0197,south,late,south_late,61.32,0
P6-0198,south,late,south_late,49.52,0
P6-0199,south,late,south_late,43.24,0
P6-0200,south,late,south_late,40.66,0
P6-0201,south,late,south_late,54.99,0
P6-0202,south,late,south_late,62.24,0
P6-0203,south,late,south_late,35.82,0
P6-0204,south,late,south_late,51.38,0
P6-0205,south,late,south_late,57.05,0
P6-0206,south,late,south_late,41.32,1
P6-0207,south,late,south_late,62.25,0
P6-0208,south,late,south_late,25.07,0
P6-0209,south,late,south_late,56.66,0
P6-0210,south,late,south_late,40.59,0
P6-0211,south,late,south_late,43.53,0
P6-0212,south,late,south_late,63.58,0
P6-0213,south,late,south_late,50.36,0
P6-0214,south,late,south_late,55.64,1
P6-0215,south,late,south_late,48.01,0
P6-0216,south,late,south_late,47.67,0
P6-0217,south,late,south_late,61.06,0
P6-0218,south,late,south_late,54.08,0
P6-0219,south,late,south_late,39.59,0
P6-0220,south,late,south_late,50.28,0
P6-0221,south,late,south_late,40.79,0
P6-0222,south,late,south_late,34.52,0
P6-0223,south,late,south_late,39.14,0
P6-0224,south,late,south_late,47.49,0
P6-0225,south,late,south_late,64.22,0
P6-0226,south,late,south_late,65.51,1
P6-0227,south,late,south_late,52.99,0
P6-0228,south,late,south_late,48.78,0
P6-0229,south,late,south_late,38.26,0
P6-0230,south,late,south_late,52.28,0
P6-0231,south,late,south_late,41.87,0
P6-0232,south,late,south_late,69.94,1
P6-0233,south,late,south_late,49.62,0
P6-0234,south,late,south_late,50.48,0
P6-0235,south,late,south_late,68.07,0
P6-0236,south,late,south_late,38.09,0
P6-0237,south,late,south_late,50.51,0
P6-0238,south,late,south_late,49.51,0
P6-0239,south,late,south_late,70.63,0
P6-0240,south,late,south_late,61.75,0
P6-0241,south,late,south_late,51.6,0
P6-0242,south,late,south_late,37.48,0
P6-0243,south,late,south_late,53.25,0
P6-0244,south,late,south_late,50.62,0
P6-0245,south,late,south_late,51.07,0
P6-0246,south,late,south_late,52.42,0
P6-0247,south,late,south_late,55.1,0
P6-0248,south,late,south_late,65.4,1
P6-0249,south,late,south_late,37.5,0
P6-0250,south,late,south_late,52.43,0
P6-0251,south,late,south_late,66.37,0
P6-0252,south,late,south_late,47.65,0
P6-0253,south,late,south_late,59.8,1
P6-0254,south,late,south_late,53.56,0
P6-0255,south,late,south_late,24.78,0
P6-0256,south,late,south_late,38.46,0
P6-0257,south,late,south_late,43.95,0
P6-0258,south,late,south_late,44.9,0
P6-0259,south,late,south_late,65.19,1
P6-0260,south,late,south_late,43.95,0
P6-0261,south,late,south_late,31.05,0
P6-0262,south,late,south_late,44.44,1
P6-0263,south,late,south_late,70.9,0
P6-0264,south,late,south_late,51.38,0
P6-0265,south,late,south_late,50.77,0
P6-0266,south,late,south_late,56.54,0
P6-0267,south,late,south_late,53.24,0
P6-0268,south,late,south_late,39.41,0
P6-0269,south,late,south_late,60.05,0
P6-0270,south,late,south_late,21.61,0
P6-0271,south,late,south_late,56.6,0
P6-0272,south,late,south_late,37.01,0
P6-0273,south,late,south_late,58.31,0
P6-0274,south,late,south_late,55.06,0
P6-0275,south,late,south_late,70.76,1
P6-0276,south,late,south_late,64.28,0
P6-0277,south,late,south_late,68.33,1
P6-0278,south,late,south_late,59.3,0
P6-0279,south,late,south_late,39.24,0
P6-0280,south,late,south_late,40.89,0
P6-0281,south,late,south_late,31.92,0
P6-0282,south,late,south_late,34.72,0
P6-0283,south,late,south_late,69.71,0
P6-0284,south,late,south_late,57.66,0
P6-0285,south,late,south_late,53.78,0
P6-0286,south,late,south_late,61.3,0
P6-0287,south,late,south_late,55.22,0
P6-0288,south,late,south_late,66.5,0
P6-0289,south,late,south_late,51.54,0
P6-0290,south,late,south_late,44.7,0
P6-0291,south,late,south_late,60.77,1
P6-0292,south,late,south_late,49.14,0
P6-0293,south,late,south_late,57.99,0
P6-0294,south,late,south_late,54.01,0
P6-0295,south,late,south_late,32.28,0
P6-0296,south,late,south_late,39.37,0
P6-0297,south,late,south_late,33.26,0
P6-0298,south,late,south_late,44.94,0
P6-0299,south,late,south_late,49.29,0
P6-0300,south,late,south_late,36.37,1
P6-0301,south,late,south_late,55.68,0
P6-0302,south,late,south_late,55.53,0
P6-0303,south,late,south_late,39.32,0
P6-0304,south,late,south_late,47.06,0
P6-0305,south,late,south_late,35.95,0
P6-0306,south,late,south_late,47.06,0
P6-0307,south,late,south_late,47.28,0
P6-0308,south,late,south_late,59.09,0
P6-0309,south,late,south_late,48.21,0
P6-0310,south,late,south_late,54.83,1
P6-0311,south,late,south_late,50.32,1
P6-0312,south,late,south_late,54.83,0
P6-0313,south,late,south_late,31.76,0
P6-0314,south,late,south_late,41.92,0
P6-0315,south,late,south_late,57.5,0
P6-0316,south,late,south_late,57.32,0
P6-0317,south,late,south_late,52.1,0
P6-0318,south,late,south_late,41.24,0
P6-0319,south,late,south_late,26.7,0
P6-0320,south,late,south_late,45.38,0
P6-0321,south,late,south_late,45.81,0
P6-0322,south,late,south_late,41.83,0
P6-0323,south,late,south_late,41.39,0
P6-0324,south,late,south_late,40.13,0
P6-0325,south,late,south_late,38.69,0
P6-0326,south,late,south_late,83.13,1
P6-0327,south,late,south_late,49.5,0
P6-0328,south,late,south_late,67.32,0
P6-0329,south,late,south_late,37.79,0
P6-0330,south,late,south_late,49.75,0
P6-0331,south,late,south_late,47.89,0
P6-0332,south,late,south_late,35.81,0
P6-0333,south,late,south_late,53.69,0
P6-0334,south,late,south_late,60.51,0
P6-0335,south,late,south_late,64.88,0
P6-0336,south,late,south_late,23.13,0
P6-0337,south,late,south_late,46.14,0
P6-0338,south,late,south_late,50.0,0
P6-0339,south,late,south_late,50.73,0
P6-0340,south,late,south_late,56.89,1
